"Event","Donor Code","Donor Name","Donated To","Donated To Date Of Gift","Donated To Gift Value"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","31/01/2019","480"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","28/02/2019","1920"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","28/02/2019","1920"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","31/03/2019","3840"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","31/03/2019","2880"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","25/04/2019","550"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","30/04/2019","11520"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","30/04/2019","2560"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","14/05/2019","200"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","31/05/2019","960"
"2019 Federal election","40395","Aldous, Amanda","HAINES, Helen Mary","31/05/2019","6720"
"2019 Federal election","40438","Balnaves, Neil","STEGGALL, Zali","25/03/2019","20000"
"2019 Federal election","41167","Cameron, Don","ANNING, William Fraser","01/04/2019","9800"
"2019 Federal election","41167","Cameron, Don","ANNING, William Fraser","05/04/2019","9650"
"2019 Federal election","32406","Carnegie, Mark","PHELPS, Kerryn Lyndel","12/10/2018","10000"
"2019 Federal election","32406","Carnegie, Mark","PHELPS, Kerryn Lyndel","15/03/2019","10000"
"2019 Federal election","40367","Climate 200 Pty Limited","BANKS, Julia Helen","26/04/2019","20000"
"2019 Federal election","40367","Climate 200 Pty Limited","BANKS, Julia Helen","08/05/2019","12000"
"2019 Federal election","40367","Climate 200 Pty Limited","BANKS, Julia Helen","14/05/2019","5000"
"2019 Federal election","40367","Climate 200 Pty Limited","BANKS, Julia Helen","17/05/2019","3000"
"2019 Federal election","40367","Climate 200 Pty Limited","HAINES, Helen Mary","26/04/2019","10000"
"2019 Federal election","40367","Climate 200 Pty Limited","HAINES, Helen Mary","08/05/2019","25000"
"2019 Federal election","40367","Climate 200 Pty Limited","OAKESHOTT, Robert James Murray","03/05/2019","17000"
"2019 Federal election","40367","Climate 200 Pty Limited","OAKESHOTT, Robert James Murray","10/05/2019","20000"
"2019 Federal election","40367","Climate 200 Pty Limited","PHELPS, Kerryn Lyndel","08/05/2019","27500"
"2019 Federal election","40367","Climate 200 Pty Limited","PHELPS, Kerryn Lyndel","10/05/2019","20000"
"2019 Federal election","40367","Climate 200 Pty Limited","Unendorsed - PESEC, Anthony","26/04/2019","10000"
"2019 Federal election","40367","Climate 200 Pty Limited","Unendorsed - PESEC, Anthony","03/05/2019","15000"
"2019 Federal election","40367","Climate 200 Pty Limited","Unendorsed - PESEC, Anthony","08/05/2019","17000"
"2019 Federal election","40367","Climate 200 Pty Limited","Unendorsed - PESEC, Anthony","14/05/2019","8000"
"2019 Federal election","40367","Climate 200 Pty Limited","YATES, Oliver Tennant","26/04/2019","5000"
"2019 Federal election","40367","Climate 200 Pty Limited","YATES, Oliver Tennant","26/04/2019","100000"
"2019 Federal election","40367","Climate 200 Pty Limited","YATES, Oliver Tennant","08/05/2019","32000"
"2019 Federal election","40367","Climate 200 Pty Limited","YATES, Oliver Tennant","17/05/2019","8000"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","LAMBERT, Todd Edwin","01/05/2019","8682"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","LAMBERT, Todd Edwin","01/05/2019","1756"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","LAMBERT, Todd Edwin","01/05/2019","2000"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","LAMBERT, Todd Edwin","09/05/2019","2160"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","LAMBERT, Todd Edwin","10/05/2019","110"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","LAMBERT, Todd Edwin","10/05/2019","525"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","LAMBERT, Todd Edwin","15/05/2019","12976"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","SMITH, Brett Michael","01/05/2019","2000"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","SMITH, Brett Michael","03/05/2019","4147"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","SMITH, Brett Michael","09/05/2019","2160"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","SMITH, Brett Michael","10/05/2019","110"
"2019 Federal election","30037","Construction, Forestry, Maritime Employees Union","SMITH, Brett Michael","15/05/2019","7092"
"2019 Federal election","40400","DEM Australasia Pty Limited","PHELPS, Kerryn Lyndel","17/06/2019","25000"
"2019 Federal election","40398","Extend Your Edge Pty Ltd ","STEGGALL, Zali","17/06/2019","57000"
"2019 Federal election","40406","Franklin, James","PRICE, Jacinta","07/02/2019","5000"
"2019 Federal election","40406","Franklin, James","PRICE, Jacinta","25/03/2019","10000"
"2019 Federal election","40671","Gemmell, Angus","STEGGALL, Zali","14/02/2019","13000"
"2019 Federal election","40671","Gemmell, Angus","STEGGALL, Zali","03/04/2019","12000"
"2019 Federal election","40387","Haines, Nick","HAINES, Helen Mary","31/05/2019","15620"
"2019 Federal election","40394","Haines, Philip","HAINES, Helen Mary","15/06/2019","39250"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","01/03/2019","50000"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","01/03/2019","20000"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","19/03/2019","7700"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","01/04/2019","8250"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","04/04/2019","1622"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","28/04/2019","120"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","01/05/2019","8250"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","02/05/2019","770"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","22/05/2019","22968"
"2019 Federal election","40329","Jenman, Neil and Reiden","JOHNSTON, Hetty Margarette","06/06/2019","1039"
"2019 Federal election","40376","Josephson, Anna","STEGGALL, Zali","26/04/2019","325"
"2019 Federal election","40376","Josephson, Anna","STEGGALL, Zali","07/05/2019","400"
"2019 Federal election","40376","Josephson, Anna","STEGGALL, Zali","30/05/2019","57000"
"2019 Federal election","40371","Kaye-Hardie, Sara","HAINES, Helen Mary","18/05/2019","31100"
"2019 Federal election","40368","Koshland, Ellen","YATES, Oliver Tennant","26/04/2019","25000"
"2019 Federal election","40341","Kronborg, James","HAINES, Helen Mary","15/06/2019","20160"
"2019 Federal election","40366","Manos, William","STEGGALL, Zali","01/05/2019","10000"
"2019 Federal election","40366","Manos, William","STEGGALL, Zali","02/05/2019","10000"
"2019 Federal election","40439","McGuire Family Holdings Pty Ltd","STEGGALL, Zali","14/02/2019","22000"
"2019 Federal election","40335","Messenger, Fern","STEPHEN, Matthew Denis","14/05/2019","1500"
"2019 Federal election","40336","Messenger, Robert","STEPHEN, Matthew Denis","14/05/2019","1500"
"2019 Federal election","33402","MINAX URIEL PL","BANKS, Julia Helen","20/02/2019","18000"
"2019 Federal election","33402","MINAX URIEL PL","BANKS, Julia Helen","10/04/2019","4000"
"2019 Federal election","40405","Modica, AF and M","MODICA, Jason Mark","13/02/2019","25000"
"2019 Federal election","28431","Nile, Frederick","NILE, Silvana","18/04/2019","22543"
"2019 Federal election","28431","Nile, Frederick","NILE, Silvana","14/05/2019","24526"
"2019 Federal election","37137","Perini, Sally","STEGGALL, Zali","25/02/2019","20000"
"2019 Federal election","19637","pradella, silvio","ARCHIBALD, David Colin","22/04/2019","25000"
"2019 Federal election","40365","Purves, Robert","STEGGALL, Zali","03/05/2019","10000"
"2019 Federal election","40365","Purves, Robert","STEGGALL, Zali","17/06/2019","57000"
"2019 Federal election","40364","Purves, Sandra","STEGGALL, Zali","01/03/2019","13000"
"2019 Federal election","40364","Purves, Sandra","STEGGALL, Zali","12/04/2019","37000"
"2019 Federal election","40326","Schultz, Gloria Helen","SCHULTZ, Grant Damian","14/03/2019","5000"
"2019 Federal election","40326","Schultz, Gloria Helen","SCHULTZ, Grant Damian","28/05/2019","10000"
"2019 Federal election","40401","Symi Investments Pty Ltd","STEGGALL, Zali","26/04/2019","50000"
"2019 Federal election","40451","Turnbull, Alexander","Unendorsed - PESEC, Anthony","07/03/2019","15000"
"2019 Federal election","40451","Turnbull, Alexander","Unendorsed - PESEC, Anthony","15/03/2019","5000"
"2016 Federal election","33911","Golden Lineage P/L","WINDSOR, Antony Harold Curties","16/06/2016","15000"
"2016 Federal election","36536","HECKLER Pty Ltd. ","WRIGHT, Edward James","30/06/2016","30975"
"2016 Federal election","36541","Platinum Fuel Services P/L","GARNER, Mark Kelvin","09/06/2016","25000"
"2016 Federal election","36532","ReadyCo","GRANT, Suzanne Patricia","30/06/2016","23006"
"2016 Federal election","36563","Roberson, Garry Raymond","MATHESON, Julie","20/06/2016","20000"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","27/05/2016","1260"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","28/05/2016","1260"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","30/05/2016","455"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","02/06/2016","1044"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","06/06/2016","1044"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","06/06/2016","1044"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","06/06/2016","40"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","07/06/2016","605"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","08/06/2016","605"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","08/06/2016","455"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","10/06/2016","455"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","15/06/2016","1044"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","20/06/2016","455"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","20/06/2016","1242"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","27/06/2016","455"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","30/06/2016","11000"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","01/07/2016","1242"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","02/07/2016","6000"
"2016 Federal election","37115","Tatchell, Helen","TATCHELL, Paul Edward","06/07/2016","990"
"2016 Federal election","36505","Wood, Graeme","WINDSOR, Antony Harold Curties","15/03/2016","200000"
"2013 Federal election","28918","Australian Municipal Administrative Clerical and Services Union ","BOWTELL, Catharine Mary","15/09/2013","10323"
"2013 Federal election","28918","Australian Municipal Administrative Clerical and Services Union ","BOWTELL, Catharine Mary","15/09/2013","750"
"2013 Federal election","28918","Australian Municipal Administrative Clerical and Services Union ","BOWTELL, Catharine Mary","15/09/2013","1688"
"2013 Federal election","28918","Australian Municipal Administrative Clerical and Services Union ","BOWTELL, Catharine Mary","15/09/2013","1132"
"2013 Federal election","28918","Australian Municipal Administrative Clerical and Services Union ","BOWTELL, Catharine Mary","15/09/2013","920"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","20/02/2013","374"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","04/03/2013","80"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","19/04/2013","950"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","08/05/2013","402"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","10/05/2013","49"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","11/05/2013","173"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","13/05/2013","29"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","13/05/2013","16"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","14/05/2013","202"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","17/05/2013","76"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","18/05/2013","30"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","19/05/2013","86"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","20/05/2013","5"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","21/05/2013","55"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","22/05/2013","64"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","30/05/2013","49"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","30/05/2013","174"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","30/05/2013","349"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","03/06/2013","173"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","05/06/2013","40"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","07/06/2013","180"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","07/06/2013","78"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","12/06/2013","12"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","12/06/2013","80"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","13/06/2013","68"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","25/06/2013","2973"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","09/07/2013","5"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","18/07/2013","1100"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","20/07/2013","354"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","22/07/2013","620"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","24/07/2013","93"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","24/07/2013","490"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","24/07/2013","957"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","25/07/2013","220"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","25/07/2013","99"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","01/08/2013","50"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","03/08/2013","1600"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","05/08/2013","1098"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","09/08/2013","2792"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","09/08/2013","110"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","13/08/2013","4771"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","14/08/2013","328"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","15/08/2013","52"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","18/08/2013","5178"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","21/08/2013","2260"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","22/08/2013","550"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","26/08/2013","280"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","30/08/2013","127"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","30/08/2013","340"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","31/08/2013","89"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","04/09/2013","108"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","05/09/2013","107"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","05/09/2013","326"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","05/09/2013","39"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","11/09/2013","379"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","11/09/2013","34"
"2013 Federal election","33105","Booth, Don","WALKER, Bronwyn","25/09/2013","250"
"2013 Federal election","23307","Creasy, Mark Gareth","WITHAM, Chub William John Andrew","21/08/2013","14000"
"2013 Federal election","30306","Dickinson, Doug","WILKIE, Andrew Damien","16/02/2013","12500"
"2013 Federal election","33073","Gulf Coast Aviation Pty Ltd","KATTER, Robert Carl B","26/08/2013","39227"
"2013 Federal election","33066","Heath, Peter","WALTON, Rowell","02/09/2013","20000"
"2013 Federal election","33079","Katter, S","WALTON, Rowell","09/08/2013","20000"
"2013 Federal election","29846","Nioa Nominees PTY LTD ATF Bill Nioa Family Trust","BLUNDELL, James Edmonds","27/08/2013","10000"
"2013 Federal election","29846","Nioa Nominees PTY LTD ATF Bill Nioa Family Trust","WALTON, Rowell","27/08/2013","10000"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","11/08/2013","375"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","12/08/2013","14920"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","13/08/2013","21532"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","15/08/2013","1000"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","16/08/2013","866"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","19/08/2013","10408"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","20/08/2013","866"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","21/08/2013","214941"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","22/08/2013","23900"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","23/08/2013","9402"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","27/08/2013","866"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","30/08/2013","6315"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","31/08/2013","18232"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","03/09/2013","1173"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","04/09/2013","5945"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","07/09/2013","-250"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","07/09/2013","3032"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","10/09/2013","9550"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","11/09/2013","16921"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","18/09/2013","2654"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","25/09/2013","1174"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","30/09/2013","8002"
"2013 Federal election","13470","OGNIS Pty Ltd","BRACKEN, Nathan Wade","02/10/2013","154"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","11/08/2013","375"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","12/08/2013","14920"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","13/08/2013","21532"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","15/08/2013","1000"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","16/08/2013","866"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","19/08/2013","10408"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","20/08/2013","866"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","21/08/2013","214942"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","22/08/2013","23900"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","23/08/2013","9402"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","27/08/2013","866"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","30/08/2013","6315"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","31/08/2013","18232"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","03/09/2013","1173"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","04/09/2013","5945"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","07/09/2013","3032"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","07/09/2013","-250"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","10/09/2013","9550"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","11/09/2013","16921"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","18/09/2013","2654"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","25/09/2013","1174"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","30/09/2013","8002"
"2013 Federal election","13470","OGNIS Pty Ltd","McKINNA, Lawrie","02/10/2013","154"
"2010 Federal election","14311","CFMEU - Construction & General Division, National Office","RAMSAY, Andrew William John","03/08/2010","30000"
"2010 Federal election","28374","Clegg, Louise","TURNBULL, Malcolm Bligh","03/08/2010","1500"
"2010 Federal election","28385","Executive Administrative Group Pty Ltd","THOW, Antony Charles","10/08/2010","11918"
"2010 Federal election","28965","Gainsdale Pty Ltd","BOURKE, William John","09/08/2010","25000"
"2010 Federal election","28375","Gufee Pty Ltd","TURNBULL, Malcolm Bligh","03/08/2010","2000"
"2010 Federal election","28350","Stable Population Party of Australia","BOURKE, William John","21/07/2010","38584"
"2010 Federal election","28373","Taylor, Angus","TURNBULL, Malcolm Bligh","03/08/2010","1500"
"2007 Federal Election","S1852","Antony Harold Curties Windsor","HORAN, Timothy James","14/11/2007","15000"
"2007 Federal Election","S1852","Antony Harold Curties Windsor","PRIESTLEY, Gavin James","31/12/2007","15000"
"2007 Federal Election","S1849","Hills Transport Pty Ltd","WINDSOR, Antony Harold Curties","25/10/2007","20000"
"2007 Federal Election","S1853","Kindilan Investments P/L","WASHER, Malcolm James","16/05/2007","15000"
"2007 Federal Election","S1853","Kindilan Investments P/L","WASHER, Malcolm James","03/09/2007","15000"
"2007 Federal Election","S1850","Manildra Group","HORAN, Timothy James","24/10/2007","50000"
"2007 Federal Election","S1850","Manildra Group","WINDSOR, Antony Harold Curties","02/11/2007","50000"
"2007 Federal Election","S1848","Mist Consulting Pty Ltd","MISZKOWSKI, Samuel","01/11/2007","372694"
